00, 76.79
01, 77.05
02, 57.22
03, 30.96
04, 71.29
05, 21.95
06, 47.87
07, 61.75
08, 52.88
09, 54.73
10, 78.88
11, 21.64
12, 45.37
13, 10.9
14, 43.46
15, 16.92
16, 78.91
17, 56.54
18, 47.27
19, 35.67
20, 30.18
21, 10.23
22, 56.68
23, 33.32
00, 76.15
01, 69.51
02, 36.25
03, 55.83
04, 47.52
05, 32.42
06, 36.1
07, 42.82
08, 15.1
09, 67.52
10, 52.41
11, 23.18
12, 68.79
13, 63.96
14, 24.89
15, 51.92
16, 59.96
17, 72.29
18, 17.88
19, 34.51
20, 51.07
21, 24.77
22, 17.76
23, 31.72
00, 30.03
01, 38.95
02, 78.01
03, 10.2
04, 38.63
05, 13.98
06, 29.08
07, 61.04
08, 12.42
09, 60.96
10, 69.29
11, 23.59
12, 69.48
13, 73.83
14, 35.13
15, 11.75
16, 13.9
17, 64.67
18, 17.09
19, 38.11
20, 13.46
21, 71.26
22, 65.62
23, 35.68
00, 67.74
01, 10.09
02, 24.19
03, 33.3
04, 62.25
05, 26.52
06, 13.2
07, 42.61
08, 68.85
09, 21.9
10, 41.2
11, 50.87
12, 60.39
13, 35.05
14, 29.99
15, 62.7
16, 29.55
17, 54.4
18, 73.88
19, 28.12
20, 11.14
21, 79.71
22, 47.38
23, 44.3
00, 64.66
01, 52.54
02, 65.21
03, 21.96
04, 29.81
05, 73.66
06, 71.47
07, 28.71
08, 76.56
09, 52.6
10, 28.51
11, 41.38
12, 68.99
13, 51.84
14, 12.04
15, 23.63
16, 33.21
17, 44.06
18, 50.34
19, 43.78
20, 74.14
21, 21.25
22, 23.93
23, 66.06
00, 53.85
01, 66.3
02, 45.39
03, 73.73
04, 16.99
05, 52.59
06, 54.91
07, 46.04
08, 72.53
09, 64.81
10, 68.02
11, 64.76
12, 21.36
13, 35.68
14, 25.08
15, 61.63
16, 48.33
17, 37.51
18, 27.34
19, 14.66
20, 11.39
21, 73.89
22, 71.58
23, 25.38
00, 40.24
01, 25.2
02, 29.59
03, 48.21
04, 35.64
05, 42.4
06, 28.21
07, 39.08
08, 44.78
09, 13.45
10, 22.36
11, 51.22
12, 36.55
13, 79.58
14, 13.9
15, 61.06
16, 36.32
17, 32.65
18, 16.58
19, 56.76
20, 37.52
21, 40.66
22, 70.38
23, 30.24
00, 70.1
01, 63.02
02, 42.92
03, 16.72
04, 19.84
05, 37.87
06, 74.35
07, 78.95
08, 79.0
09, 19.37
10, 46.85
11, 47.9
12, 17.65
13, 28.14
14, 16.29
15, 38.18
16, 18.52
17, 77.26
18, 46.88
19, 31.1
20, 72.46
21, 11.95
22, 54.66
23, 27.68
00, 56.2
01, 20.39
02, 78.8
03, 47.73
04, 39.11
05, 46.48
06, 35.21
07, 62.17
08, 20.48
09, 73.14
10, 76.85
11, 45.92
12, 51.04
13, 47.84
14, 22.59
15, 22.33
16, 22.99
17, 16.01
18, 14.41
19, 24.39
20, 78.79
21, 55.14
22, 49.7
23, 52.52
00, 19.18
01, 22.63
02, 32.19
03, 24.18
04, 35.02
05, 23.28
06, 38.95
07, 77.22
08, 72.25
09, 67.94
10, 36.98
11, 67.74
12, 33.13
13, 40.03
14, 24.59
15, 18.28
16, 62.54
17, 78.51
18, 69.72
19, 46.94
20, 11.67
21, 25.53
22, 44.83
23, 60.83
00, 29.19
01, 10.94
02, 63.62
03, 75.93
04, 61.37
05, 22.53
06, 23.18
07, 67.39
08, 24.74
09, 28.58
10, 77.38
11, 62.66
12, 50.56
13, 69.61
14, 45.72
15, 59.1
16, 28.6
17, 61.45
18, 38.48
19, 26.52
20, 18.64
21, 12.36
22, 54.75
23, 16.7
00, 33.09
01, 58.95
02, 35.31
03, 44.36
04, 78.93
05, 61.21
06, 69.24
07, 16.01
08, 32.15
09, 30.45
10, 22.84
11, 31.89
12, 22.71
13, 63.63
14, 37.12
15, 59.72
16, 77.46
17, 27.68
18, 78.11
19, 74.35
20, 11.42
21, 69.08
22, 38.27
23, 31.02
00, 28.9
01, 23.83
02, 50.35
03, 11.3
04, 49.94
05, 36.64
06, 51.85
07, 30.33
08, 77.91
09, 56.44
10, 31.01
11, 39.95
12, 76.64
13, 23.78
14, 33.94
15, 59.19
16, 45.73
17, 31.55
18, 21.13
19, 14.96
20, 75.12
21, 34.95
22, 13.23
23, 64.37
00, 57.47
01, 65.98
02, 57.88
03, 36.82
04, 18.64
05, 15.51
06, 51.21
07, 24.6
08, 49.16
09, 64.87
10, 63.26
11, 32.03
12, 50.62
13, 15.76
14, 76.1
15, 60.21
16, 47.16
17, 29.69
18, 12.34
19, 34.98
20, 42.54
21, 75.44
22, 75.26
23, 27.61
00, 14.95
01, 41.62
02, 39.34
03, 44.08
04, 24.16
05, 23.8
06, 12.89
07, 70.79
08, 21.92
09, 28.6
10, 42.28
11, 75.99
12, 17.58
13, 65.94
14, 26.14
15, 29.68
16, 54.75
17, 28.07
18, 44.38
19, 24.17
20, 42.12
21, 70.72
22, 39.18
23, 54.14
00, 23.61
01, 78.87
02, 51.1
03, 32.87
04, 22.46
05, 65.99
06, 51.25
07, 65.08
08, 51.83
09, 68.74
10, 38.26
11, 74.25
